Date,Open,High,Low,Close,Volume,MarketCap
Mar-14-2021,1.103327903,1.103327903,1.064484084,1.065571039,4774629248,33993310509
Mar-15-2021,1.060571972,1.069337651,1.005482339,1.035089201,3983213530,32751077760
Mar-16-2021,1.032030076,1.25,1.005515105,1.239188522,6242005026,34302075477
Mar-17-2021,1.248314357,1.388735948,1.21,1.381508574,12336905232,39633479946
Mar-18-2021,1.37903338,1.47,1.23064423,1.232562953,13175297455,43276764254
Mar-19-2021,1.232564798,1.34,1.187430438,1.297489804,12763959873,39928243378
Mar-20-2021,1.298053564,1.308816557,1.21,1.21,6943299670,39643653805
Mar-21-2021,1.2,1.242185289,1.165892876,1.188872154,4579263201,37949564813
Mar-22-2021,1.189231214,1.21,1.097872041,1.109849519,3467992344,36987206043
Mar-23-2021,1.108044449,1.17,1.086770882,1.127563703,5432974097,35674987952
Mar-24-2021,1.118502942,1.16,1.064937976,1.073296951,4211215349,35418365815
Mar-25-2021,1.072401344,1.146171032,1.054052281,1.101148262,5527982718,34768263690
Mar-26-2021,1.09920346,1.271904574,1.09920346,1.213564117,6892722767,37078913335
Mar-27-2021,1.215397715,1.233853427,1.162387494,1.178873378,5118185252,37476606261
Mar-28-2021,1.1776796,1.22,1.17,1.19,2535650623,37389810525
Mar-29-2021,1.190772405,1.229777002,1.18,1.202946428,2332721862,37824954092
Mar-30-2021,1.203545147,1.24,1.19,1.214483831,2382210183,38197062078
Mar-31-2021,1.215483739,1.215483739,1.17,1.194574939,2856049144,37523796473
Apr-01-2021,1.19419748,1.206401879,1.182647934,1.187982234,2654286599,37563974446
Apr-02-2021,1.187472219,1.24,1.18574147,1.195308457,2597878253,37947353348
Apr-03-2021,1.195281437,1.241798456,1.175559793,1.178571911,3123799076,38267639058
Apr-04-2021,1.176699467,1.200407199,1.17082874,1.2,2772277319,37447288863
Apr-05-2021,1.195893949,1.23,1.18,1.21586593,2398587290,37830520987
Apr-06-2021,1.216143292,1.331159264,1.209886129,1.257592815,4581582101,39175144024
Apr-07-2021,1.264430567,1.287419195,1.175336868,1.191362999,6513061686,38504292686
Apr-08-2021,1.189505132,1.23,1.184364713,1.23,3460199942,38129638982
Apr-09-2021,1.23,1.24,1.21,1.21,1592604630,38393178993
Apr-10-2021,1.21,1.26,1.206010995,1.230557743,1751899922,38691825884
Apr-11-2021,1.229873991,1.303430263,1.214388126,1.277869818,2484394141,39389102031
Apr-12-2021,1.27778795,1.357671632,1.27778795,1.33,4553256450,41334259067
Apr-13-2021,1.33,1.441544537,1.293779125,1.43,4370348666,42910325978
Apr-14-2021,1.42,1.56,1.369654579,1.458295649,8327769192,46037396700
Apr-15-2021,1.46164532,1.5,1.421659035,1.49,6709711944,46132184503
Apr-16-2021,1.49,1.52,1.361598224,1.426467473,4947688598,45096753205
Apr-17-2021,1.422766741,1.462850064,1.37,1.38,4048189865,44686314009
Apr-18-2021,1.38,1.39,1.104345117,1.271153848,5738636116,39357436037
Apr-19-2021,1.278036844,1.33,1.184082927,1.20278867,5409262256,39686113220
Apr-20-2021,1.202060839,1.28,1.14,1.26,4689330777,37918288100
Apr-21-2021,1.27,1.289729566,1.2,1.21,3825469336,39487776239
Apr-22-2021,1.21,1.27519807,1.130103376,1.152599593,3516530716,38206029576
Apr-23-2021,1.147765106,1.164844065,0.973894992,1.156404497,6268434374,34292353672
Apr-24-2021,1.158190209,1.198615549,1.101377642,1.108401218,3874222238,35924205984
Apr-25-2021,1.108955627,1.15,1.038046592,1.09165379,1994378440,35026327879
Apr-26-2021,1.094466286,1.251556596,1.08767905,1.237223246,2791927599,37991071794
Apr-27-2021,1.239740428,1.33,1.228518348,1.309374983,2615152354,40422257494
Apr-28-2021,1.309964666,1.349902802,1.244511635,1.339386195,2705951503,41124410117
Apr-29-2021,1.338869401,1.412767222,1.274987494,1.313333077,3198862773,42262679660
Apr-30-2021,1.31,1.370460207,1.29,1.356252368,3180995355,42322066044
May-01-2021,1.355514792,1.370795152,1.325939043,1.358780453,1922768505,42354339030
May-02-2021,1.35688446,1.359107039,1.3,1.33,1576117978,41995840905
May-03-2021,1.33,1.38,1.33,1.365074467,1638442239,42673327544
May-04-2021,1.366804343,1.366804343,1.261953866,1.2734424,2565489280,41321558329
May-05-2021,1.272910387,1.49,1.272910387,1.48,2923480896,43253948278
May-06-2021,1.48,1.7,1.438378661,1.66,7051293508,49337617651
May-07-2021,1.65,1.744910547,1.535495046,1.65,8842096225,51821511206
May-08-2021,1.65,1.651397726,1.57,1.619914366,4547997688,50832780882
May-09-2021,1.621898892,1.832240759,1.578440016,1.777153415,5275102519,54410717369
May-10-2021,1.771019533,1.82,1.580092071,1.64552108,6412424314,54781757079
May-11-2021,1.646345455,1.78,1.6,1.765690687,5653017423,53425477591
May-12-2021,1.765689367,1.82,1.606364043,1.606364043,4004060636,54992764223
May-13-2021,1.56903074,1.970994773,1.5142729,1.941790413,7997008263,55980236886
May-14-2021,1.933579829,2.036812122,1.82,2.01,9180650602,59918453155
May-15-2021,2.009264379,2.359300247,1.973532084,2.17,9775924760,68803925803
May-16-2021,2.18,2.455262087,2.027880273,2.29,12284784776,72011256406
May-17-2021,2.31,2.31,1.941499854,2.031714332,11915691586,66558683949
May-18-2021,2.032021773,2.14,1.98469624,2.014315803,7896501418,64768143544
May-19-2021,2.004532103,2.027125187,1.051905078,1.495499763,10079735511,52780498474
May-20-2021,1.479436537,1.927260529,1.341440128,1.789443054,13999533613,53884402688
May-21-2021,1.8,1.87,1.33,1.54868525,7754932256,52125290332
May-22-2021,1.5516614,1.59,1.384448261,1.47,7541260754,47236905662
May-23-2021,1.47,1.53,1.065419946,1.331852647,5780533724,41332473971
May-24-2021,1.330237856,1.59,1.279285286,1.543747081,8163238613,45678045561
May-25-2021,1.54790409,1.643453043,1.446185256,1.543254909,6111671753,48421005618
May-26-2021,1.553347704,1.828555616,1.553347704,1.772152564,5643754085,54116280728
May-27-2021,1.779089806,1.787430256,1.62,1.653645466,4906544924,53429170212
May-28-2021,1.650754506,1.675103778,1.46,1.52,4089492681,49025037995
May-29-2021,1.51,1.56,1.34,1.41,3972163864,45832271150
May-30-2021,1.4,1.68,1.35,1.573215168,4982594889,49679688600
May-31-2021,1.58,1.75,1.53,1.742998288,4653073369,51289469426
Jun-01-2021,1.739225671,1.776202377,1.66,1.73,4040331081,54173124670
Jun-02-2021,1.73,1.801990042,1.72,1.76,3615973707,55633674342
Jun-03-2021,1.76,1.88,1.72,1.84,3157680361,56907094596
Jun-04-2021,1.84,1.84,1.615737075,1.71,4125034350,53947719716
Jun-05-2021,1.71,1.782766304,1.62,1.66,3093482650,53809556548
Jun-06-2021,1.66,1.705928238,1.65,1.68,2157206667,52773674000
Jun-07-2021,1.68,1.74,1.561167672,1.561167672,1796523085,53263734914
Jun-08-2021,1.57,1.593162763,1.41,1.580625516,3560488587,48092129924
Jun-09-2021,1.58608809,1.627638691,1.49,1.622572556,3630071216,49229539422
Jun-10-2021,1.624579255,1.630460604,1.51,1.54,2615317384,49256252206
Jun-11-2021,1.53,1.54,1.42,1.43,2043450484,47164242955
Jun-12-2021,1.44,1.491243163,1.360685543,1.48,2458705384,45139557513
Jun-13-2021,1.48,1.579040961,1.4,1.56,2192098853,46227148821
